BGGId,Name,Description,YearPublished,GameWeight,AvgRating,BayesAvgRating,StdDev,MinPlayers,MaxPlayers,ComAgeRec,LanguageEase,Kickstarted,ImagePath,Rank:boardgame,Rank:strategygames,Rank:abstracts,Rank:familygames,Rank:thematic,Rank:cgs,Rank:wargames,Rank:partygames,Rank:childrensgames,Cat:Thematic,Cat:Strategy,Cat:War,Cat:Family,Cat:CGS,Cat:Abstract,Cat:Party,Cat:Childrens
1300,Im Zeichen des Kreuzes,game crusade player army europe jerusalem play card specific terrain plunder city gain gold city purchase troop player conquer jerusalem winnera nice new mechanism combat tower cardboard plastic tower contain horizontal level hole drop battle army come fight army fall stay tower dislodge army follow battle,2001,2.2188,5.92203,5.55803,1.44398,2,5,8,193,0,https://cf.geekdo-images.com/kNJ1PFjXB3z3iFN_W5SoiA__original/img/gudwPMDWQ-kXqhaR5auirT4sgvE=/0x0/filters:format(jpeg)/pic87928.jpg,9710,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
1301,Netrunner,netrunner cyberpunktheme collectible card game   player corp win complete agenda runner win infiltrate corp liberating agendaseach limited number action bit money spend turn bit go action spend gain morean important thing evaluate power card bit action ratioone unique feature game runner physically move quotboardquot create facedown corp cards   feel quotcapture flagquot game runner move datafort steal agenda corpanother unique feature card primary strategy game fact player win simply quotplaye rulesquot concept difficult understand ve play netrunnerboth player play corp runner game player runner go opponent corp   win match provide   point loser score point equal number agenda point scoredliberate winner game point   submatchesthough netrunner traditionally twoplayer duel format allow player call quotthe big sell outquot,1996,2.9327,7.44743,6.59616,1.59478,2,2,11.33333333,49.21428571,0,https://cf.geekdo-images.com/Xv_C5PpqX8kDwU-8iktmgQ__original/img/C4u4nrMitMztbos3TN8SjIL87_w=/0x0/filters:format(jpeg)/pic92015.jpg,900,21926,21926,21926,21926,24,21926,21926,21926,0,0,0,0,1,0,0,0
1302,Cosmic Wimpout,cosmic wimpout quotmore experience gamequot family pushyourluck dice game garner great love wordofmouth marketing cultgame phenomenon grateful dead universe game flourish help college student deadhead fansyou play roll cosmic wimpout cube point    flash triplet roll accumulate point win total end turn risk roll nt score lose point turn player go like life quotsometime cosmo wimp outquot certain result player choose end turn score point accumulate player reach agreedupon score win   short game score keep paper   typically game board game fit small dice tubethroughout year variation dice design early version game collectible silkscreen fabric board vary game length require player use personalized improvise pawnnumerous variant house rule exist player encourage change rule unanimous agreement game,1975,1.2243,5.98364,5.64905,1.81177,2,7,8.285714286,31,0,https://cf.geekdo-images.com/OXHFFkDda0h7bw9Qa3hczw__original/img/_uzhPa0Ah1qN_fiOyzBhatAgpb0=/0x0/filters:format(jpeg)/pic247006.jpg,5941,21926,21926,1569,21926,21926,21926,477,21926,0,0,0,1,0,0,1,0
1303,The Squirrel Game,cute game   year old    squirrel run forest figureeight track pick pine cone bring hoard enter lap   squirrel gather   pine cone hoard win   space track pine cone land special die make lose instead squirrel get free pine cone    tricky wheelbarrow tip lose content exceed capacity pine cone   squirrel lap track opposite direction plenty squirrel encounter   time leap squirrel go way steal cone   lie strategy,1987,1.1429,5.275,5.49027,1.31924,2,4,3.666666667,36,0,https://cf.geekdo-images.com/b8p_d-aqYfqRg06AMDvPQg__original/img/sRY8iZIrCTGMl0hS6Mmiu-5rkvY=/0x0/filters:format(jpeg)/pic311030.jpg,19097,21926,21926,21926,21926,21926,21926,21926,535,0,0,0,0,0,0,0,1
1304,Credo!: the Game of Dueling Dogmas,player represent early christian argue actual precept church game mechanism involve collect worshiper gain money influence different faction win reach different goal game proceed gradually   basic quotbeliefsquot establish,1993,2.3529,5.78815,5.52772,1.75678,2,5,,,0,https://cf.geekdo-images.com/K8N_FaDCUn6VT43pb7Q7Nw__original/img/gzIigjxUliI9afl4coyUEmf0J2s=/0x0/filters:format(jpeg)/pic81141.jpg,13239,2228,21926,21926,1100,21926,21926,21926,21926,1,1,0,0,0,0,0,0
1305,Ulysses,map mediterranean feature city link line ulysse ship line secret destination win gameplayer accept lead player choice direction object challenge destination alternative destination propose winner emerge important lead player person choice action player,2001,2.0833,6.15068,5.54697,1.49388,3,5,8,362.5,0,https://cf.geekdo-images.com/TNL_IOAuLPDtEYW5umisrw__original/img/GLshoni3f4gbsuB4xXBijMEz7TA=/0x0/filters:format(jpeg)/pic1481155.jpg,10688,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
1306,Krakatoa,sided dice krakatoa unusual dice game release dice divide set color white grey black represent steam ash lava addition die face contain number color dot yellow red bluethe game last round player take successive roll dice scoring roll roll round player pick specific set dice steam roll strike dice table skill precise dice rolling result high score player receive point different combination set show yellow side point strategy come play certain target score scoring combination result large bonus,1983,1.3333,5.48867,5.49047,1.77427,2,4,,457,1,https://cf.geekdo-images.com/EmqqPT77aQ1rDbhs_ad_Ug__original/img/-6sLlCbg_FzXjXBjPNios75iiqk=/0x0/filters:format(jpeg)/pic2570941.jpg,19075,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
1307,Haunted Castle,  character knight owl ghost witch pumpkin cat bat vampire player small board   character deck card show   character time flip card call miss character get card person card go win recomende   year age,1999,1,5.8193,5.5213,1.28268,2,4,3.5,366,0,https://cf.geekdo-images.com/x2D-150Vgar2CwqpfQEdlA__original/img/8P88i8k1g3d_Ond_ukgqrxZBiCw=/0x0/filters:format(jpeg)/pic492670.jpg,14298,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
1308,Confusion,confusing game confusion   dice color die word die action die die background color piece information word word die color color die nt match throw card color miss   color total match perform action action die collect point freeze variant complicate thing,2000,1.2917,5.25914,5.43482,1.51573,2,5,8,2,0,https://cf.geekdo-images.com/9jfbTpNLPxeI7i2L-6GdWA__original/img/i8W-e4u7Cm_kLeJtkBa-Hd3zl-M=/0x0/filters:format(jpeg)/pic296414.jpg,21229,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
1309,Die Magier von Pangea,game modular board landtile move sea pangea different tile type tribe produce good player tribe type tile maximum number inhabitant production take place tribe tilethe game win obtain amulet buy oppose tribe currently produce amulet increase magical power player magic create new tribe neutral one landtile,2001,2.3276,6.21853,5.68833,1.32104,2,4,10,376.3333333,0,https://cf.geekdo-images.com/v1T11bxQ2LcQ2aG796l1lw__original/img/HmUES_XLCW9F7p-6KK3HLSzLI-o=/0x0/filters:format(jpeg)/pic194007.jpg,5202,1709,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
1310,Auf Achse: Das Kartenspiel,card game loosely base board game auf achseplayer   card card distance card km   km action card action card freight lose   card barrier triangle   free ride triangle   free ride triangle   lie face card distance travel run center kilometer counter player run increase order rest card betweenwhen kilometer counter center card reach certain limit depend number player stage player add run stage play game winner player high run total stage,1995,1.7273,5.76625,5.51588,1.32976,2,5,8,21,0,https://cf.geekdo-images.com/YRrbIfiXv8QntI5gG8ziCw__original/img/h2scZCzlLY6EM-j_LO8UAHquMrs=/0x0/filters:format(jpeg)/pic182253.jpg,15234,21926,21926,2025,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
1312,Nur Peanuts!,circular game board consist   space section space value     space available sale preliminary round player buy space regular game play series round player try reach space high value player win round collect money player buy space winner player own space cash depend way game end,2001,1.6957,6.13246,5.57771,1.52954,2,6,10,501,0,https://cf.geekdo-images.com/uHnp5i40Q_KFv58SHnNZ6w__original/img/10CDPpn4vWnolMXnGOEreUQiiDE=/0x0/filters:format(jpeg)/pic214024.jpg,8454,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
1313,1826: Railroading in France and Belgium from 1826,  xx game set france belgium reflect period francobelgian railroad origin present day country develop railroad system close government supervision reflect game major french nationalization cover postwar electrification introduction highspeed rail tgv moderately complex game design experienced player look different usual round      nature french political environment game extensive stock market manipulation primarily game financial management   operationallycentered game technology managementgette right train right companiesis keycompanie incrementally fund buy sell stock company start fiveshare company convert tenshare company reach destination train class include firstgeneration permanent train range hex       city train class permanent range city merger corporation form relatively early green tile available somewhat later opportunity form brown tile available,2000,3.8571,7.41667,5.6561,1.24199,2,6,14,,0,https://cf.geekdo-images.com/Ui81G3K_velgFBuGImNFCw__original/img/yNr7eEQCAjmLRCqAZtrXtwMmxiw=/0x0/filters:format(jpeg)/pic784601.jpg,5774,1754,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
1314,Warhamster Rally,produce version aquarium derby board cover hex contain arrow player play movement card lie facedown choose new turn movement card describe movement relative arrow current space big problem frequently space play movement cardthe cool action point course game la trip ticket wildlife adventure save hose way add touch puzzle element usually couple way save bad situationfrom boxwarhamster rallytrade crazy racing game base awardwinne dork towertrade comic strip john kovalic player rol dork tower character compete ultimate prize thoroughbred racingthe warhamster cupwhat think involve horsesin warhamster rally     player run amok try desperately control wild warhamster racetrack dodge deadly battle budgie juggle jongleur numerous kobold kin ferocious monster player,2001,1.7857,5.7958,5.53779,1.46778,3,5,,,0,https://cf.geekdo-images.com/g37B9nHICpfUVHwYgI0X_Q__original/img/-gmwPl1qmcXX0FMo27OKZFHq7qA=/0x0/filters:format(jpeg)/pic72234.jpg,11763,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
1315,Africa,africa player role explorer uncharted africa circular playing counter place upside random location circle board turn player elect explorer reveal location board twice turn move      adjacent reveal space explorer action reveal unrevealed tile reveal tile location tile represent trade good set nomad herd animal gold diamond monument th monument reveal game end player tally point player point winsthis knizia game method score reveal tile include immediate point delay point opportunity point end pointsawarde quotbest family gamequot title game magazine,2001,1.75,5.9902,5.71309,1.33592,2,5,7.8,426,0,https://cf.geekdo-images.com/dosYllTyuHcuajHuQqziTw__original/img/YiqBcOEWzLZuW_PK7Zl9NwMO7hg=/0x0/filters:format(jpeg)/pic9530.jpg,4831,21926,21926,1297,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
1317,Auf falscher Fährte,title mean quoton wrong trackquot tricktaking game s find   player compete few trick depend total value hidden card play beginning hand   problem player nt sure good   card reveal,2001,1.4286,6.45625,5.55946,1.15625,3,4,,,0,https://cf.geekdo-images.com/f_0YrylcHPTltIRFwVz54g__original/img/eg1znqOSC7VHVijJolIvR2bfNFU=/0x0/filters:format(jpeg)/pic510732.jpg,9595,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
1318,Blackrock Castle,player explore castle tile solid corner pivot fourth corner create quottrapdoorquot   turn space want voluntarily stop fall trapdoor   object game knight collect pair family portrait locate corner quotportrait galleriesquot middle board treasury locate   player knight winsthe memory element come play try remember path safe route collect portrait,2001,2,5.6675,5.50437,1.00831,2,4,,,0,https://cf.geekdo-images.com/9m3yrmridBJoywkqc-jALw__original/img/ZBZ9sVrXOTUitdoGr6PfJ1X68aY=/0x0/filters:format(jpeg)/pic93617.jpg,17229,21926,21926,21926,21926,21926,21926,21926,360,0,0,0,0,0,0,0,1
1319,Magic Hill,player wizard control goblin wizard try goblin magic mountain card play numbered card play turn card determine goblin move secondthird card determine far goblin move goblin ascend fivetier d board land goblin special event tile help hinder player magic stone increase number card player hand,2001,1.5625,5.97294,5.56723,1.28203,2,5,7.166666667,31,0,https://cf.geekdo-images.com/By7A9wQf4eagWGikQE17nw__original/img/ouQlgbrdYPy8akWzog9OngjMbGg=/0x0/filters:format(jpeg)/pic320862.jpg,9058,21926,21926,21926,21926,21926,21926,21926,207,0,0,0,0,0,0,0,1
1320,The Dog's Meow,dog meow ndash originally publish anderland quotchange countryquot ndash different chocolate taste like strawberry bark dog sound like cat want look look red suddenly blue crossthinking quick mind call fantasy world different thinker adjust quickly quotbackward worldquot good chance win thinking gamein game term lay central card show word quotupquot quotdownquot quotleftquot quotrightquot appropriate place lie picture card central card flip task card task card say quotleftquot look card right central card task card ask lie instead sound make person win card collect task card win gamean expert version add color mix red blue central card picture card player need look red task card call blue,2001,1,5.732,5.50272,1.38625,2,6,5,402,0,https://cf.geekdo-images.com/DJan_wxuDHgnidW-lrd86A__original/img/KyqHVDpYeGjz3q-sbVLIvuNz-n8=/0x0/filters:format(jpeg)/pic953148.jpg,17503,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
1321,Catch the Match,pattern recognition game   large sturdy card depict array object kite ball pencil fish etc card show   object object different color different location card object identical find object,1995,1,6.12541,5.56075,1.4138,2,8,4.25,,0,https://cf.geekdo-images.com/tLJoZbbn6l_8RzFbm0OzcA__original/img/kgcHL_XBYnlqyM-Y7_SpGRYNd8U=/0x0/filters:format(jpeg)/pic63092.jpg,9518,21926,21926,21926,21926,21926,21926,21926,169,0,0,0,0,0,0,0,1
1322,Chip-Chip Hurra,children game involve flip memory chip board catapult move robot chip try claim robot die underneath turn action move ridge board,2001,1.1111,5.43504,5.49791,1.43814,2,4,5.333333333,241,0,https://cf.geekdo-images.com/g53ba6bUq57H1wi7PE1Xew__original/img/uzXatHsSu59YJ2cM1BHZA0GGDPw=/0x0/filters:format(jpeg)/pic270023.jpg,18184,21926,21926,21926,21926,21926,21926,21926,467,0,0,0,0,0,0,0,1
1323,Cry Havoc,mantoman medieval combat wargame   comprise peasant sergeant bill menatarm knight   scenario include rulesintegrate     outremerthe cry havoc series page contain information game system history game include fan expansion,1981,2.2712,6.87157,5.87101,1.45697,2,6,11.5,17.14285714,0,https://cf.geekdo-images.com/PUCK-P16gb6Fzx-SfK0Y1Q__original/img/o-LcZ2U5pIFrwnfjc1z6QNBS5Io=/0x0/filters:format(jpeg)/pic361350.jpg,3259,21926,21926,21926,21926,21926,492,21926,21926,0,0,1,0,0,0,0,0
1324,Café International: Das Kartenspiel,card game version   spiel des jahres boardgame quotcafeacute internationalquotfive table card lay form quotcafeacutequot player place     guest card hand cafeacute scoring point placement   bonus give   nationality seat give table   table guest table remove play new table place table draw pile   multiple scoring opportunity occur guest card place table guest,2001,1.3214,5.71031,5.56344,1.47528,2,5,8,1,0,https://cf.geekdo-images.com/n7oWvSj3eKw739nHvAxcxQ__original/img/n0vJaJZRjXHMvd8q97eYWwCdxDM=/0x0/filters:format(jpeg)/pic178354.jpg,9313,21926,21926,1808,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
1325,Wild Pirates,children tricktaking card game race pirate ship series island reach treasure   card play straightforward suit call trump follow lead suit   number trick win determine space ship move certain space ship forward backward limit movement force long way island time want win trick able   land opponent ship send close harbor   ship land treasure win,1989,1.2727,5.58534,5.50538,1.37396,3,5,8,386,0,https://cf.geekdo-images.com/FAwed9kunZ3NlWeVbpAklA__original/img/3P-OB8Pg8WpRHmPcAK5ADqLYabY=/0x0/filters:format(jpeg)/pic1081407.jpg,17065,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
1326,MacGregor,midnight dreaded ghost macgregor haunt castle   know way hell choose chase player hall castle decide good chance escape careful door lock ll definitely need right keysthe player try escape castle catch ghost   player control ghost capturetag player want win   ghost move   preplanne move round similar roborally dragon delta wall   player collect right key card colored door hold key cardsif ghost capture player switch role capture player ghost move dungeon start round   ghost take key card new ghost try escape castlemost important player figure glow dark,1998,1.1538,4.93629,5.42391,1.51206,2,4,6,391,0,https://cf.geekdo-images.com/4nMDWCY2U2tn_oL637s3Ug__original/img/LQSFzaevjuyO9ZDbYtRs65jajXs=/0x0/filters:format(jpeg)/pic17508.jpg,21308,21926,21926,21926,21926,21926,21926,21926,722,0,0,0,0,0,0,0,1
1329,Hyle,hyle entropy play board x space round player chaos randomly draw place color wooden disk vinylcloth map disk place player order disk grid horizontally vertically order form palindrome sequence color run forward backward example redblueyellowblueredthe game play round player assume role point award order equal length palindrome form blueblue point blueredblue point etc note blueblueblue worth   point contain point palindrome point palindromehyle   game x grid instead x,1979,2.8571,6.84275,5.63387,1.45849,2,2,9,11,0,https://cf.geekdo-images.com/8CLaBetLH9EQkZLL4rvquA__original/img/2M_tSRgPwADkpAoJTBDzc1YNb_Y=/0x0/filters:format(jpeg)/pic50713.jpg,6322,21926,219,21926,21926,21926,21926,21926,21926,0,0,0,0,0,1,0,0
1330,Savannah Café,fast cardbased game beautiful graphic player manage   animal lion gazelle hippopotamus goal animal reach bar boardto player wisely use action card lion eat gazelle hippopotamus lion gazelle jump far oftena player steal player card game spend card,2001,1.1579,5.50348,5.4934,1.33548,2,4,6.333333333,51,0,https://cf.geekdo-images.com/4ozcnWllwCSlb-PBQQGxNw__original/img/zBUXhn7KM_XwG104RVXQXzkpgJY=/0x0/filters:format(jpeg)/pic3300329.jpg,18765,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
1331,Showdown Yahtzee,yahtzee meet board game   player pawn board   open space   wild space   land open space try complete   standard yahtzee combination count yahtzee   later   successful place card combination space certain number chip signify ownership   player land space later match beat roll steal ownership board space   combination assign space stay   number combination available fill blank space board decrease game   player land wild space try combination piece appropriate space steal ownership   player get yahtzee ignore space claim ownership space board   combination claim player get turn allow play long steal ownership card   chip board end game win   interesting twist classic yahtzee mechanism,1991,1.2857,5.77228,5.52477,1.38797,2,4,,,0,https://cf.geekdo-images.com/8PP7YByPbhJVah6ycUjnmw__original/img/yLkvdOPvSw4v3VphuAlxsgNe318=/0x0/filters:format(jpeg)/pic268016.jpg,13702,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
1333,Boom-O,boomo simple elimination card game maker uno player get   card hand time bomb card card deck increase decrease timer total card include familiar command skip reverse draw     trade hand player discard card turn try clear hand keep timer total   player nt play valid card flip time bomb player clear hand player flip time bomb flip bomb game survivor winsreimplement alive,2000,1.1739,5.35997,5.45546,1.62557,2,6,7,6.2,0,https://cf.geekdo-images.com/lSIz7HfNpWVu8rCbybgAfQ__original/img/R11NidPo9EtQEXsLCuIyUvQ-_54=/0x0/filters:format(jpeg)/pic186255.jpg,20911,21926,21926,2204,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
1334,Entdecker: Exploring New Horizons,careful similar game entdecker title nt confuse die neuen entdecker know entdecker explore new horizon entdecker different game short   entdecker board scout trail lead native hut entdeckera rework game entdecker game start blank game board represent unexplored sea tile draw place square board tile place island develop board player pay place settlement fort scout island effort powerful explorercomplete island yield victory point invest exploration island course point player establish strong presence update version add large board fee enter edge board different income system new bonus waterfall tile ability draw price open stack tile entirely new area board represent scout explore jungle island search exotic plant bonus discovery chip system revamp change,2001,2.4465,6.5023,6.02298,1.27201,2,4,9.714285714,76,0,https://cf.geekdo-images.com/CbZfZ45j52YzOr8LMAFbAw__original/img/ulOnZ5aphtawlwQQpuBl7lX6ooc=/0x0/filters:format(jpeg)/pic174422.jpg,2412,1155,21926,711,21926,21926,21926,21926,21926,0,1,0,1,0,0,0,0
1335,Gnadenlos!,gnadenlos merciless game player enter prospect boom town try accumulate prestige point dirty work player hire adventurer pan gold fight gun battle sit poker game money nt come roughtough folk hire merely piece paper   ious pay day ious come player nt pay debt vulture swoop inplayer bid adventurer card event   gold fever high noon poker game adventurer carry number rating event time play event player place adventurer card face player simultaneously turn card adventurer high number pertain event win low lose tie usually keep tie receive benefit penalty gold fever winner second high receive gold exchange prestige point pay debt high noon winner get pick ious necessarily loser shoot lose adventurer card undertaker advance space timing track poker game winner move forward prestige track loser move backwards iou card bid adventurer place row board dice symbol show     row player game fill pay day die roll outermost card corresponding die symbol turn player own iou pay continue card die symbol turn player meet debt unfortunate player case get vulture chip move   space prestige track game end player   vulture chip player reach pass win space prestige track undertaker reach final space game end player farthest prestige track win,2001,1.925,5.89601,5.56419,1.33866,3,4,10,11,0,https://cf.geekdo-images.com/rQ6ZiYTxVsJgqA5alrohaQ__original/img/KB9zmixdw-TfEP2SL9Qwe2Y905s=/0x0/filters:format(jpeg)/pic4861330.jpg,9262,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
1336,Eden,eden dream make arid land fertile outset board desert player play irrigation card allow place plant tile desert bring life fertility desert grow cultivation card develop plant tile make valuable bring player manna player get tile value   quotfertility pointsquot board win watch desert bloom competition land increase player try fertile land awaythe game play eden simple play irrigation card develop area desert ie place tile board play cultivation card increase value area board ie replace exist tile valuable one cost pass conflict enter game player place new tile board opponent exist tile challenge player place tile manna currency game challenge take form bid war bid divisible   increase win bidder actually pay bid multiply value tile gain case challenger win bid bid time value tile seek case defender win bid bid time value tile defender effect attack bid rise player unwilling unable meet final cost bid loser forfeit tile involve conflict gain value land accord bid manna player,2001,2.2222,5.63238,5.51007,1.29711,3,4,9.333333333,396,0,https://cf.geekdo-images.com/7qs1eKl3-cOcKq4YBY_40w__original/img/jLSzUzseWKD0bdF5XUgVrd-q-PY=/0x0/filters:format(jpeg)/pic293846.jpg,16255,2264,21926,2059,21926,21926,21926,21926,21926,0,1,0,1,0,0,0,0
1337,Kuba,similar abalone traboulet marble push singly row open x grid hole player cluster marble opposite corner thirteen red neutral marble diamond shape start center grid player push open end marble push neutral oppose marble edge time player push marble edge player push   red marble opponent movable marble win,1994,1.9,6.18111,5.55118,1.38652,2,2,8,401,0,https://cf.geekdo-images.com/AE44ahrFiWw_Jy2kIreuDA__original/img/uP3pAwH_XIkvXGKsOXxWVe7-a6k=/0x0/filters:format(jpeg)/pic74555.jpg,10251,21926,438,21926,21926,21926,21926,21926,21926,0,0,0,0,0,1,0,0
1338,Volldampf,early th century germany player compete build efficient rail network carry good cost lot money borrowing heavy player careful borrow need bid turn order lie track good end turn dividend interest bond come nt pay lose hardearn cash,2001,2.8889,6.84986,5.85149,1.27143,2,6,12,407,0,https://cf.geekdo-images.com/DLxFcWeC9DxP6pfy8og5XA__original/img/VS4m8b4-yZdRcP3OMmE7SIkOOFY=/0x0/filters:format(jpeg)/pic83711.jpg,3412,1366,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
1339,Dungeon!,way quotdungeonquot similar dungeon amp dragon simplify transform board game player explore dungeon divide level increase difficulty fight monster valuable treasure player venture deeply dungeon monster difficult treasure valuable character class slightly different fighting ability ndash notably wizard cast spell combat simulate dice player roll dice attack monster unsuccessful dice roll determine effect monster counterattackthe winner player bring certain treasure dungeon entrancereimplemente     classic dungeon     new dungeon,1975,1.5719,5.98586,5.76168,1.5208,1,8,6.8,2.071428571,0,https://cf.geekdo-images.com/y3bVQDPaqXTCz5MlyIYEjA__original/img/FKhSfFO20bE7xuKJX0MPYr2DmDI=/0x0/filters:format(jpeg)/pic1998857.jpg,4214,21926,21926,1355,842,21926,21926,21926,21926,1,0,0,1,0,0,0,0
1341,Crib Wars,plastic cribbage board like crib war   hole start finish instead usual   twisting track slideahead reverse loop shortcut setback player follow land certain space play hand crib count use strategy avoid trap utilize advance crib war take lot long play cribbage beware official rule forbid quit,1997,1.5,5.92083,5.52005,1.37925,2,6,,,0,https://cf.geekdo-images.com/qkLXs5dJRPNW0AdMGP_pCg__original/img/zMOpy_5PHDbSTLMbG1IeckUlMVQ=/0x0/filters:format(jpeg)/pic2551426.jpg,14481,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
1343,Mad Monks and Relics,player historical wise man th c wander europe piece information quest find holy grail player accumulate scrap information obscure text trade information wander scholar find time try manage limited resource avoid disaster form bandit inquisition plague,1995,2.5,5.95618,5.51036,1.41124,3,5,,34,0,https://cf.geekdo-images.com/GgjkBhV9p5s05H053mjY0A__original/img/M4yDoZr5FotttWHYMfbTDoTGPoU=/0x0/filters:format(jpeg)/pic243427.jpg,16189,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
1345,Genoa,genoa originally publish trader genoa player renaissance trader move city acquire good fill order good message need deliver privilege obtain course accomplish one negotiation dealmaking order day effort rich dealmaker genoa   flexible rule allow negotiate gamethe trader genoa version game   alea big box series,2001,3.0778,7.06179,6.68856,1.42557,2,5,11.89473684,1.675,0,https://cf.geekdo-images.com/qvdaFRXlvJ2e0Qzppl-QTg__original/img/ygHyecf3NtVjZYDEKpr9ABYpD5s=/0x0/filters:format(jpeg)/pic450409.jpg,770,472,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
1346,Crazy Race,crazy race spiele aus timbuktu game common train theme mogul station manager   box fit common pictureplayer race creature track startfinish line pole   player use bidding card bid movement action turn   game amazing subtlety movement bidding prepare tense enjoyable minute game,2001,1.4706,5.78289,5.51979,1.20005,3,4,,41,0,https://cf.geekdo-images.com/kxRZQV3vIx7q1Fh6V7y0Lg__original/img/EhjE6lHkSFZ8BwRpHpr6w9_cCvQ=/0x0/filters:format(jpeg)/pic86970.jpg,14532,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
1348,Web of Gold,player adventurer seek gold abandon venture equip lantern limited oil outer ring hex search additional equipment torch oil refuel lamp mushroom whilst inner hex gold find player bring gold nugget win orif adventurer kill player spider score kill winsfinde gold nt easy rich hex smack mine center course yield gold   d lantern give get fun mine denizen player control addition adventurer spider hop rock column rock column pivot point hex meet board d work spin webs little cardboard barrier slide place rock pillar adventurer quotattackquot webs try step stay tangle adventurer piece slot web stick whilst catch spider try bite bite eliminate lantern useful case light scare spider awaythe spider cooperate build strong webs nt unusual spider strengthen web adventurer catch spider well chance bite himall enjoyable game work well set player,1987,1.6957,5.72645,5.5199,1.52989,2,6,8,7,0,https://cf.geekdo-images.com/Sb4UHQxJU1tZ5KCk-ZgKyQ__original/img/DChVIQboAsEOhIuKlvT68ZsMIDE=/0x0/filters:format(jpeg)/pic4370226.jpg,14507,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
1350,Das Amulett,objective das amulett collect jewel complete amulet need seven different colored jewel kind jewel complete amulet win game powerful spell card auction turn fix set energy stone player use game win bidder place winning bid energy stone acquire spell card card remain play length time relate number energy stone place turn energy stone remove spell card energy stone available future bidding energy stone recycle game spell card player resource production different kind metal usually special ability game metal resource jewel auction main board acquire player quest complete amuletreimplemente     wizard brew,2001,2.5902,6.4375,5.76992,1.34151,3,6,12,63,0,https://cf.geekdo-images.com/r-_CE_reeWO1ZS6GsR9utw__original/img/QNQuXTuYZCpplLre15pjIZxfq44=/0x0/filters:format(jpeg)/pic208698.jpg,4122,1532,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
1351,Legend of Heroes,box far land legend old time itselfthe legend tell green mountainof ancient dungeon labyrinth bury deep beneath itand priceless treasure find tell fearsome monster deadly trap await seek rich bold resourceful hero hope enter dungeonand return alivein starter game player part heroic warrior venture labyrinth search fame wealth great reward great danger face way expand game warrior join heroic adventurer   magicuser rogue cleric dwarf   player pit group hero peril dungeon hero bring special power strength gain number danger deadlyrdquo,1987,1.4,5.63725,5.50241,1.46555,1,5,,,0,https://cf.geekdo-images.com/zHr1IzY2ZVJp_IeKST8UsA__original/img/5U5dcsXQtF0qw-WkIBYie1fUbeI=/0x0/filters:format(jpeg)/pic49107.jpg,17556,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
1352,Bali,tale tell indonesian archipelago legendary dalang   quotpuppetmasterquot   sail island island search worthy successor ruler island bali   player manage card hand island challenge opponent move dalang island critical time effort win honor glory victory point effort ruler,2001,2.7778,6.04547,5.56327,1.30931,3,4,12,527,0,https://cf.geekdo-images.com/DBzRvDMKZwBUctZNhTwC6A__original/img/bivhIrwwymJiFsPwC3EbKzd0s-8=/0x0/filters:format(jpeg)/pic657644.jpg,9337,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
