BGGId,Name,Description,YearPublished,GameWeight,AvgRating,BayesAvgRating,StdDev,MinPlayers,MaxPlayers,ComAgeRec,LanguageEase,Kickstarted,ImagePath,Rank:boardgame,Rank:strategygames,Rank:abstracts,Rank:familygames,Rank:thematic,Rank:cgs,Rank:wargames,Rank:partygames,Rank:childrensgames,Cat:Thematic,Cat:Strategy,Cat:War,Cat:Family,Cat:CGS,Cat:Abstract,Cat:Party,Cat:Childrens
2816,Crossfire,game play large board like soccer field approx xcm player rotate plastic gun attach end board wire goal frame idea fire ball bearing gun knock puck opponent goal theirs   away board slightly curved cause ball roll pot end reusea new version release mb new version puck small rounded board original version come s rectangular board simple round puckssuggestion wear protection eg glove firing hand   mould plastic gun trigger blistergame variation place differently colour set toy soldier board   shoot opponent army avoid use loosely pack lego fortress wallsthis game similar gunfight ok corral,1971,1.1282,5.33362,5.44616,1.66954,2,2,6.5,531,0,https://cf.geekdo-images.com/PpKv31zDDv6knDaKnoJKXw__original/img/lTIH2E9GlQdKR_A4SvzBp93gNfQ=/0x0/filters:format(jpeg)/pic509227.jpg,21091,21926,21926,21926,21926,21926,21926,21926,655,0,0,0,0,0,0,0,1
2817,Delta V,design christian t petersen darrell hardy delta v clever colorful affordable game memory strategy pinch backstabbe rival mining company explore asteroid reap mineral rich remember asteroid hold mineral bid proper contract struggle nasty competition day work delta v asteroid fieldpart silver line collection,2001,1.6176,4.97338,5.43126,1.36158,2,4,,996.75,0,https://cf.geekdo-images.com/5gMFZKsX3ZoNdqaippa-IA__original/img/fsS-PmmOFcvA6Aci3hlFSeHjztc=/0x0/filters:format(jpeg)/pic9626.jpg,21256,21926,21926,2228,1215,21926,21926,21926,21926,1,0,0,1,0,0,0,0
2818,UNO Attack!,uno america selling card game new twist ll encounter element uno unpredictable challenging add motorize card launcher show mercy ve get uno attack object game rid card uno command card direct game tell player trade hand discard reverse playing order skip player beware dread hit command translate game russian roulette know card launcher go fire stream uno card     player require c battery include card follow blue card        green card        red card        yellow card        hit   card   blue green red yellow reverse card   blue green red yellow skip card   blue green red yellow discard card   blue green red yellow trade hand card   blue green red yellow wild card wild allhit card wild hitfire card edition change      trade hand card replace set discard card      wild allhit wild hitfire card replace   wild attackattack card,1999,1.2118,5.43512,5.42326,1.68861,2,10,6.111111111,21.16666667,0,https://cf.geekdo-images.com/DzN1JWNbrIEn7V9Wx20ooA__original/img/J_k3VjUIjk5GrHB0597VdJk-9iY=/0x0/filters:format(jpeg)/pic894192.jpg,21313,21926,21926,2243,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
2819,Trivial Pursuit: Genus 5,popular game trivial pursuit   category include people amp place art amp entertainment history science amp nature sport amp leisure wild card,2000,1.8372,5.53995,5.49445,1.57132,2,24,15,29,0,https://cf.geekdo-images.com/JX6aAeo-CpT1FlFNxJa5rA__original/img/FQLL1blK5_tSajk5_MEkISOQnfI=/0x0/filters:format(jpeg)/pic137949.jpg,18629,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
2821,UNO Stacko,jenga meet uno block color number pull block match color number previouslypulled blockearli edition game   die uno cube determine kind block move version dice die determine number color block remove reverse draw action reflect diein later nondice version present action instead represent symbol block reverse draw skip turn wild,1994,1.1429,5.5138,5.48524,1.55574,2,10,5,1006,0,https://cf.geekdo-images.com/1LDxwSgfgaToomANL3x26A__original/img/dHf--621o_mY-jxp681eQAO4MME=/0x0/filters:format(png)/pic4657127.png,19583,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
2823,Finish Lines,boxquot mindbende phrase game challenge player finish popular quote life literature tv tune proverb presidentsquotbe player correctly answer finish line phrase winner remember quotit win losequot know restquot,1997,1.5,5.00904,5.47558,1.72129,2,6,21,1020,0,https://cf.geekdo-images.com/NYubiw4082-hUohhfaPoTg__original/img/o6yVHWuDUDDPAhtrucCffQFa5WY=/0x0/filters:format(jpeg)/pic10378.jpg,20253,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
2824,Sixteen Thirty Something,ldquosixteen thirty somethinghelliprdquo game base change political military situation early seventeenth century time thirty year war deal abstract manner formation faction campaign warfare internal power strugglesa player role lead new financial dynasty arise time portfolio investment continent influence crown head europe player use influence different nation sway crown take action hope improve fortune hold competitorsgame component card countersgame boardrulesyou need   side dice preferably   away file section contain revised downloadable version   game pdf file allow print assemble complete game,1995,2.5,6.14312,5.54058,1.62359,3,6,12,,0,https://cf.geekdo-images.com/o_LgLndcZ_ijXyspdf1g3g__original/img/MpgKve5A25WLAMPbcCB2o6JnGqQ=/0x0/filters:format(jpeg)/pic293780.jpg,11401,2164,21926,21926,21926,21926,2350,21926,21926,0,1,1,0,0,0,0,0
2826,Jackpot Yahtzee,high accumulative score end   round play strategically drop tile rack stack row score horizontally diagonally vertically turn roll   dice symbol symbol cherry orange bell dollar sign roll symbol tile place rack roll choice dollar sign worth bell orange cherry point symbol worth less chance come dice fun strategy regular yahtzee,1980,1.1429,5.99011,5.52599,1.22223,2,4,,,0,https://cf.geekdo-images.com/10XYwBaU0qXjz7B52Pn6aQ__original/img/KaKIvgP4IVxaff5X45KxdhLQbcI=/0x0/filters:format(jpeg)/pic453891.jpg,13501,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
2832,Great Western Railway Game,great western railway gwr early railway company found   build largely great british engineer isambard kingdom brunel run london west country amp wale nickname god wonderful railway game produce th anniversary edition gibson game reissue later jigsaw board show rail network deck   card coloured set player token main line branch line collect swap forfeit card set movement determine line junction rule game inspire railwayman richard morris board show copyright sara finch amp leslie scott copy serial number rulebook subsequent print run number minor change rule,1985,1,5.24054,5.49477,1.52111,2,6,8,1022,0,https://cf.geekdo-images.com/rynTVn2s-F9_pdQEOVQrzQ__original/img/tn9UICC9UcgHJ0JFOLYq4IbUdYY=/0x0/filters:format(jpeg)/pic235158.jpg,18594,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
2833,Wanted!,player give speedbased task perform certain card lay table slow player penalize take discard pile player race hand win game well describe carddriven quotsimon saysquot,1999,1,5.68981,5.51218,1.59514,3,5,4,326,0,https://cf.geekdo-images.com/gAc_YTjX9JFsbjhCd3pD_Q__original/img/c9RZ828p96ylSIWIKIQPY9ENC4o=/0x0/filters:format(jpeg)/pic941583.jpg,15887,21926,21926,21926,21926,21926,21926,21926,375,0,0,0,0,0,0,0,1
2836,Dragon Lance Mage Stones,vaguely theme adampd dragonlance campaign background board grid   x   column number   column represent plane reality row represent school magic effect gameplay board quotwrapsquot purpose diagonal captureplayer roll d sided dice number   twice place colour token space column match dice total exception dice different player miss turn quotdistracte event prime material planequot player roll dice turn place stonecapture opposition stone style othelloreversi capture stone remove board return owner player place stone winsreimplemente      let lunch,1990,1.4545,5.97845,5.52558,1.59465,2,6,7.5,1026,0,https://cf.geekdo-images.com/R206ATINUFHZFEkmQmnoSg__original/img/-V5Ye_aniYOo3uYuM4fjo4zFUCQ=/0x0/filters:format(jpeg)/pic2955210.jpg,13568,21926,813,21926,21926,21926,21926,21926,21926,0,0,0,0,0,1,0,0
2838,Loaded Questions,quotif invisible goquot quotif member tvsitcom family choosequot rate hot new board game usa today chicago tribune san francisco chronicle games magazine load question hilarious new board game test player know   fun personalityfille question,1997,1.2951,5.91377,5.60977,1.69892,3,6,14,4.8,0,https://cf.geekdo-images.com/4ij-MAlvhZzV4JQ0TH5Mow__original/img/qdizDYOhGPcnGXUFkkQOxUJ5riA=/0x0/filters:format(jpeg)/pic622237.jpg,7037,21926,21926,21926,21926,21926,21926,444,21926,0,0,0,0,0,0,1,0
2839,Fair Play,fair play motor race     driver lay tile use card help hinder win race rule   italian german english french spanish publisher try hard note english rule use word card tile cardsplayer car roll die lay tile wind course include garage repair damage refuel etc draw card hand offer card player good ahead pass shortcut bad wrong way engine trouble flat tire breakdown accept play card refuse play yourselfan odd mix bluff dice roll little strategy work well player child enjoy graphic jolly game   neat little metal roadster worth play nt chase,1997,1.1667,5.77267,5.51158,1.27977,3,6,7,1031,0,https://cf.geekdo-images.com/L6lX18qICHcSI9iN_XmlZA__original/img/5GWVAfp76ciigXTquS3G6Tr96lc=/0x0/filters:format(jpeg)/pic830457.jpg,15981,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
2840,Heuchel und Meuchel,heuchel und meuchel medieval look board tile player try character different social class courtly ladder goal tile character fireeater minstrel quack bishop lady amp prince tile have distinctive background pattern   tile number     board simple grid column having start finish square pattern match tile player draw   tile place starting square stack necessary tile stack upper stack column free spacewhen place tile player tile row value take protection place stack   minstrel end row   lady take wing finish area reveal tile station remove penalty owner tile reach matching finish square turn player game end score tile reach place score value deduct penalty point win variant die control movesan odd movement game thought memory need knockon effect great game nice look,1990,1.5385,5.16463,5.48429,1.55402,3,6,14,,0,https://cf.geekdo-images.com/jMHhneQC24gNSvM5dKclqw__original/img/mRl06vJC7cm4PUEAd8YFlBcAF88=/0x0/filters:format(jpeg)/pic384592.jpg,19675,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
2841,Tennis,user review game score exactly sport player win set game margin player team win set claim victorythe game consist separate deck card serve deck play deck player deal card seven play double play deck player use card wisely replenish hand winner set determinedthe serve player reveal serve deck card game start ace card automatic point server reveal consecutive fault card give automatic point receive player reveal card mean receive player respond play onersquos handwhen game gets go player respond proper card onersquos hand failure choose respond result point opponentcomponentsplay deck normal shot   card   possible shot smash kill ad card need play   card list parker bros game try card totalserve deck ace fault card total rule sheet serve marker ball markertenni court playing area board advertisement card play deck back,1975,1.0833,4.80252,5.45281,1.57611,2,4,,,0,https://cf.geekdo-images.com/WOKUCulgvi5kdTvyYKgS8w__original/img/cQfYYcklpIapqLyr6jIsCG5hvQs=/0x0/filters:format(jpeg)/pic1516007.jpg,20973,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
2842,TransAmerica,transamerica simple railway game player set city string need connect rail player place rail turn game end player complete connected route city player good use player network generally victorious,2001,1.3494,6.67108,6.44429,1.32661,2,6,7.466666667,1.048780488,0,https://cf.geekdo-images.com/FvWQfKzBokVaMCurlavCwA__original/img/kmxBtpUdDUaiu9pgysoD9H--u1g=/0x0/filters:format(jpeg)/pic158561.jpg,1171,21926,21926,331,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
2843,Absacker,absacker everyone try grab mdash need close deal goodsto set deal deck player player create personal draw deck draw card hand deck consist card number   turn player lay   card center table create pile number play add exist pile number s pile s pile etc play   fourth   fifth   etc card number table place score pile end turn refill hand cardswhen player card remain draw deck hand game end collect card win,1998,1.0857,5.63775,5.51871,1.42456,2,5,5,21,0,https://cf.geekdo-images.com/vvDU7nxvJrd6x-g8SCtkEg__original/img/kQ8deM3tnlLERl8v7yrgZJRGqp4=/0x0/filters:format(jpeg)/pic2071913.jpg,14717,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
2844,Throneworld,player expand home world explore system start edge board work inward center throneworld   system progressively tough player inward involve battle unit great size andor technology level   interesting mechanic allow player choose   different unit type   space   ground organize fleet explore conquer world   addition type technology space combat ground combat jump control far fleet communication control distance control fleet   player compete control certain number system turn   control throneworld count   system,1997,3.55,6.6503,5.6007,1.48152,2,6,14,,0,https://cf.geekdo-images.com/oASaGg-UVC0Qy3YZb8sEMQ__original/img/mM6nJ0TqTGNsgv1PMeziHcbYGaw=/0x0/filters:format(jpeg)/pic77647.jpg,7377,21926,21926,21926,864,21926,1220,21926,21926,1,0,1,0,0,0,0,0
2845,Star Fist,publisherthe asteroid rebellion slowly crush force terra   desperate bid survival rebel outfit asteroid heavy weapon   include secret gravity warper   send earthgrazing orbit   terran fleet come battle star fistfrom designerthis intermediatelevel gamenot exactly beerandpretzel difficult   definitely tactical strategic bestlaid plan fall apart quickly foe get lucky hit vital systemmovement system base triplanetary marc millercover alan gutierrez cover ruth thompsonmap counter graphic carl anderson manuel garcia,1991,2,5.21564,5.49357,1.6535,2,2,,4,0,https://cf.geekdo-images.com/w_78lyS8-J4d6psv2hfiMQ__original/img/V8VMrpxzWzsmvbHRrwMdsFTnhMQ=/0x0/filters:format(jpeg)/pic208687.jpg,18750,21926,21926,21926,21926,21926,3369,21926,21926,0,0,1,0,0,0,0,0
2853,Liftoff!,liftoff see   player compete nation land man moon successfully return home againdure activity turn player receive current income event card help hinder buy new hardware rocket   satellite   capsule etc try develop reliability system buy dice add total current safety hire astronaut secretly plan future missionsthe launch phase see player carry mission turn achieve certain mission goal man space reward relevant hardware purchase include rocket powerful lift weight item involve mission carry follow series step rolling percentile safety rating specific item turn   eg liftoff roll rocket orbital burn roll space capsule space walk roll space suit etcif player fail safety roll advanced game contain possible failure outcome require roll range bulb failure catastrophic explosion reset safety factor equipmentonce mission complete playersrsquo income adjust depend success   failure year beginsmultiple development option available       man capsule shuttle rocket couple lunar lander item follow methodical strategy develop space shuttle   glide moon challenge determine risk extra income boost use untested new rocket hope opponent havenrsquot plan mission give time year researchthere new version game work designer fritz bronn liftoff race space,1989,2.9286,7.00594,5.62468,1.69783,1,4,12,13,0,https://cf.geekdo-images.com/veGqpKBbmzNO8604fMZpBg__original/img/dkPf-twpCc0UOHkIkm1tjBLqQgM=/0x0/filters:format(jpeg)/pic433501.jpg,6539,1891,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
2854,Exploration,exploration popular s game britain good game company waddington dramatic amp colourful box cover show kon tiki raft mountain climber ziggurat scuba diver wreck inspire thousand british kid explore globe fantasy win mount exploration objective lose city summit island sunken galleon return base money ve get good profit tripthe game play   phase initially round outer track die roll collect personnel card buy equipment card draw exploration club card gain cost cash prize fund group assemble appropriate dobber yacht lorry tent ship set offthe nd phase move land sea unique diradice d   symbol allow     space orthogonally diagonally problem space board litter symbol cross correct equipment like compass dinghy mountain boot explorer main objective reach goal personnel allow avoid hazard reach less objective skeleton pearl rare flower etc gain cash st nd rd home cash st get prize funda pretty simple game dice roll real choice launch trip theme striking board card weird die make fondly remember game uk,1967,1.4444,5.56798,5.49861,1.47759,2,5,,,0,https://cf.geekdo-images.com/LO3DIy0KBGxINm1mo3ezww__original/img/g6lAjK3CMrgOLDwdbEb31p9sJog=/0x0/filters:format(jpeg)/pic405468.jpg,18092,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
2855,Stare!,boxquotquickly     second stare image card movie poster old advert comic funny photo maybe work art timer run ll ask series question image   color woman hat man teddy bears hand man hold gunquothow recall nt worry wild guess count answer correctly go   luck run power concentration hold burst laughingquot,1993,1.6429,5.01359,5.44781,1.70421,2,10,5,495,0,https://cf.geekdo-images.com/qBZ_hFEP4U0ttl2v5bnqpw__original/img/bxK4roMcL5zHyHxEfMifXGGjxcI=/0x0/filters:format(jpeg)/pic485284.jpg,21065,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
2856,BrewMaster: The Craft Beer Game,publisherdesignerplayer combine ingredient card produce beer style include ale stout belgian player use   card represent real beer ingredient produce beer player place chip represent crowd laminate game board play bar table game continue player try well beer steal crowd otherthe game heavily influence event card draw player brew beer event deck represent real triumphstragedie take place craft beer world brewer lose green scrubie heat exchanger lose turn event deck contain beer festival dread big brewery cardthe player beer festival trophy crowd marker win gamethe game good game fan experienced novice beer lover friend,2001,1.6667,5.6183,5.50519,1.48084,2,5,,,0,https://cf.geekdo-images.com/egjxj1h_-8iHcF3BF_fAbA__original/img/9BtBY8kR0GyfH2qLIpPMdg6XBUo=/0x0/filters:format(jpeg)/pic14490.jpg,17086,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
2857,Jungle Jam,             unauthorized production                  information bgg item indicate jungle jam nonauthorized version jungle speedarriba     party game consist wooden totem place player player flip card deck pattern turn player pattern try grab totemabout story publication game year   german company touchmore create publish jungle jam got release belgium jungle speed distribute commercial reason   get popular quick june   creator jungle speed realize joueclub locate boulevard des italien paris commercialize game ready announce christmas catalog   case got open th september   get final verdict th march   jungle speed right win joueclub compensate set recall manage     game sell forbidding commercialization jungle jamsource    httpusersskynetbefajunglejamhtm httpswwwdoctrinefrdtgiparisfrbeadbc,2000,1.2632,6.13123,5.5716,1.84878,2,10,,1071,0,https://cf.geekdo-images.com/GufUDUQENhSMlg39hQBHmQ__original/img/3InqG8U2elhXrr1ThINAqaScBc8=/0x0/filters:format(jpeg)/pic315869.jpg,8809,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
2858,Mathable,mixmath aka mathable game base mathematical equation form playing board   describe like play scrabble numbersto player use playing board normal square square restriction pink square square award bluegrey square mark x white square mark x   number token player end game obtain point proclaim winner,1987,2.1667,5.45616,5.49242,2.1131,2,4,,,0,https://cf.geekdo-images.com/lhp9aoq6D5IFTzdPaSnuPg__original/img/8cz-IQZf9FrlOvyQZcmvWngFSrw=/0x0/filters:format(jpeg)/pic2803272.jpg,18870,21926,928,21926,21926,21926,21926,21926,21926,0,0,0,0,0,1,0,0
2860,Piecepack,piecepack board game standard deck playing card card game set component play game include set tile build board allow board shape size coin vary suit value dice suit value player pawnssee piecepack game system detailed look system gamesthus far   game develop piecepack set opensource type system new game appear frequentlythe interesting thing piecepack set public domain profit pay sort royalty kind   generally request conform standard dimension free sellthe suggest piecepack dimension compatible looney pyramid,2001,2.4,7.03704,5.65028,1.71139,0,0,,,0,https://cf.geekdo-images.com/LPdmwH_PBW56Y2hy-_BsgA__original/img/eDZPfN3sj7jYINhyXODpKoDd3Nk=/0x0/filters:format(jpeg)/pic119215.jpg,5896,21926,230,21926,21926,21926,21926,21926,21926,0,0,0,0,0,1,0,0
2863,The Great Downhill Ski Game,great downhill ski game tile lay game     skier large board white square green triangle represent pine tree   trail tile show parallel line ski snow straight line diagonal turn sharp turn   trail make crossover player draw tile facedown pile player lay tile possible ski trail hill avoid tree draw tile player choose use turn swap tile pool instead play trail totally block remove tile lay try skier reach hill finish turn finisher get   bonus point player score trail accord tile lay straight worth   point turn   pt sharp turn   pt crossover   pt deduct tile leave hand high total winsin solitaire game player draw   tile try trail rule english french german refer board plastic sheet roll tube presumably early edition slip box trademark terry martin rise company address franklin merchandising co chicagonancy greene     canadas famous skier surprise picture add canadian versionthe waddingtons edition produce tube edition rule text refer unfurl plastic sheet game standard board box copyright date   tile count different enclose slip   straight   few hairpin turnus summary,1970,1.3333,6.12703,5.51258,1.14128,1,4,7,46.5,0,https://cf.geekdo-images.com/fCmDbZt9D6NDTw0fKD-0bQ__original/img/rrUblhPd5pmYODWfbS4xARxttaE=/0x0/filters:format(jpeg)/pic681341.jpg,15815,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
2864,Automania: The Game of the Motor Giants,automania game motor giant ian livingstone second selfproduce game boomtown limited edition   board simple scoring track large flag country player nice wooden car shape piece color large car score numbered deck   market card english german affect game round player use record sheet rule english germanplayer represent national car manufacturer try export car country combine place export car market board secretly note remain export car record sheet player assign advertising budget market market export limit accept car fix price market spend money advertising get sell car reveal spending player play market card affect market way eg    car year sweden sell car usa market reorganize player determine car actually sell sale revenue earn subtract cost sale profit   profit earn scoring marker space scoring track round track winsreportedly fun game draw criticism sumo imbalance cause market card designer reply suggest card stand remove         ian reply game cabinet make interesting reading today,1991,1.8333,5.96747,5.52267,1.36524,4,6,12,,0,https://cf.geekdo-images.com/8xcrRhUea1MiCpd0Dv4RTA__original/img/TT1pKSSvFnowhcYHK-s3W8Bdb-4=/0x0/filters:format(jpeg)/pic1289180.jpg,14083,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
2866,The London Game,london game board show centre innovative map london underground update year game reissued tube develop start mainline terminus player travel network visit   tourist location souvenir card deal deck   stop relevant tube station finally return starting point station station roll die change line stop junction draw hazard card player board close station token leave block player later edition   colour card change location bother rewrite rule text   yearssible boston gamesible new york game,1972,1.5238,5.38925,5.47766,1.69702,2,6,8,1082,0,https://cf.geekdo-images.com/rPorbmsT4t_OKLolLWrzlg__original/img/B_FEkX2ofVyN154YUNlPZwD_x1w=/0x0/filters:format(jpeg)/pic1364067.jpg,20133,21926,21926,2178,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
2867,The Baton Races of Yaz,publish issue   dragon magazine feb   republish boxed set good dragon magazine game baton race yaz play team skadingle flibdill tarnose luggant team break bulge baton short time winnereach   baton   skadingle   flibdill   tarnose   luggant   bulgesthe game consist set phase bulge place map movement phaseskadingle fast mud clearflibdill slow mud mucktarnose slow travel   kind terrainluggant slow   kind terrain carry baton throttle oppose yazzitesthe interesting mechanic baton pass yazzite movement penalty   allow long move,1984,1.8571,5.49754,5.4999,1.30008,2,2,,16,0,https://cf.geekdo-images.com/ZkVgdNLLJ-eX9VVsgOf2SQ__original/img/KCGfffagFhueyyLjwfyv0HV_OYI=/0x0/filters:format(jpeg)/pic387636.jpg,17921,2279,21926,21926,1140,21926,21926,21926,21926,1,1,0,0,0,0,0,0
2868,Eye,player attempt capture color board have piece occupy match color space board board rotate overlay colored board layout space color show player gain movement point accord space type occupy movement point piece place rotate overlay step player eliminate have choose color occupy player winner man stand player occupy set number space depend start number player,1987,2.3333,4.19667,5.45784,1.72964,1,4,8,,0,https://cf.geekdo-images.com/JZQs0hchwif0rQ1egFVVNw__original/img/YksnpqWlEM9CPNGy5b_tt4Vx5PE=/0x0/filters:format(jpeg)/pic438386.jpg,20860,21926,1089,21926,21926,21926,21926,21926,21926,0,0,0,0,0,1,0,0
2871,Kookaburra Game,publisherdesignersummary rulesthe aim game race   australian animal bush return home safely quickly possible player winner   player throw   dice hisher turnthe animal rule koala stop eucalyptus gum leaf platypus short cut swim river kangaroo carry animal pouch hop crocodile eat animal home    start kookaburra fly rescue animal sittte    animal eat croc    kookaburra animal home    laugh loudly win tip   beware croc complete english japanese french german rule inside box   copyright edualc promotion pl australia,2000,1.6667,5.17073,5.49302,1.45506,2,4,,41,0,https://cf.geekdo-images.com/9hZsQpyO9-aIBfTceNBMsQ__original/img/xnVCmQ5yr_lLI09aDiqrvQW_4nA=/0x0/filters:format(jpeg)/pic187991.jpg,18805,21926,21926,21926,21926,21926,21926,21926,483,0,0,0,0,0,0,0,1
2872,Terrace,terrace strategy game play dimensional board   square color arrange lshape level quotterracesquot rise stepwise board low point diagonally opposite corner high point corner piece shape alike alike   different size small piece letter t carve itthe object win move t starting point corner opposite corner capture opponent t,1992,2.5098,6.37922,5.68779,1.49873,2,4,10,56,0,https://cf.geekdo-images.com/eembf2e5ukEZB9O11KJjKA__original/img/P5cHW7Ha22N_EonmMI3KRZf9a3s=/0x0/filters:format(jpeg)/pic58173.jpg,5207,21926,267,21926,21926,21926,21926,21926,21926,0,0,0,0,0,1,0,0
2875,Patton in Flames,  germany japan go flame   western ally soviet soon find warits   rise tension western ally soviet union soon destroy fragile postwar peace world war beginfrom australian design group websitebase world flame international award win game world war ii   patton flame   complete game provide need fight great battle fight yetthe game include political system allow major power try influence minor country come sidethe map late   world flame   map include world flame errata political border   modern daythe counter include heavy weapon unit side new aircraft naval unit mig mig f thunderjet f sabre canberra il bomber soviet communist nationalist chinese carrier morethe map counter fully compatible world flame immediately incorporate game world flamescan save world   patton flame find outpatton flame include   map   counter rule chart available,2000,4.9167,6.96308,5.55155,1.16468,2,3,14,,0,https://cf.geekdo-images.com/bb0HPevvpfPn00hKz5eapg__original/img/0lZfe3WPFFYtky8m4ev3eWqzTcQ=/0x0/filters:format(jpeg)/pic166994.jpg,10206,21926,21926,21926,21926,21926,1759,21926,21926,0,0,1,0,0,0,0,0
2876,Mage Knight Dungeons,mage knight dungeon fast pace fun game heroic combat hero slog deep dark dungeon battle terrifying mage spawn monster race hero find hidden treasure fill magic item goldthese prize hero need carve legend gold great legend ready turn warrior hero read onin mage knight dungeon turn move hero dungeon win treasure defeat monster hero fight alive opponentrsquos turn play monster try eliminate hero way hero face trap protect treasure chest battle monster search fast safe way dungeon,2002,2.4769,6.68162,5.80439,1.50362,2,4,11.33333333,112.2,0,https://cf.geekdo-images.com/gB7E_mWqEALaie1E5hXe4g__original/img/ATd296eQ2kfK_1L01lDnZG3kMA0=/0x0/filters:format(jpeg)/pic241478.jpg,3801,21926,21926,21926,21926,94,21926,21926,21926,0,0,0,0,1,0,0,0
2878,ThinkBlot,boxlook thinkblot image thing spot pray mantis pair scissor eggshell crown look close hundred way interpret imagescan convince player persuade score,1997,1,4.39819,5.36322,1.72611,2,6,5,156,0,https://cf.geekdo-images.com/XcwbaqktTKpU5HbhekNJ3w__original/img/Hc4JsYUKhCwlcluWDFPW26QGUyk=/0x0/filters:format(jpeg)/pic263481.jpg,21506,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
2879,Encore,boxsuppose team get word quotredquot come   word song word quotredquot lyric team hot seat team go forth blow itsimilar shabadabada,1989,1.2593,5.87625,5.55901,1.78859,2,8,7.333333333,1088.2,0,https://cf.geekdo-images.com/f0DP2V9D0hNh-570kkQ7Xw__original/img/cdLEypS9Pg5wgDidsIWtGp_WEIc=/0x0/filters:format(jpeg)/pic103866.jpg,9621,21926,21926,21926,21926,21926,21926,459,21926,0,0,0,0,0,0,1,0
2881,Panzer Grenadier,panzer grenadier east volume game series devote simulate combine arm platoon level combat world war ii   set eastern start june nd   game cover platoon action month german invasion soviet russiathe game moderate complexity good solitaire suitability rule emphasize opportunity combine fire plus friendly fire mobile assault leadership morale spot special rule dig entrenchment hide unit minefield bunker special unit type include headquarters aircraft armored train cavalry river vessel optional rule consolidation excess initiative random event strategic movementunit represent mechanized   track vehicle motorize amp tow   truck man   weapon foot platoon   man individual field commander corporal lt colonel eastern wide variety mg heavy weapon aa combat unit representedgame scalehex scale    meter hex time    minute game turn strength   platoon size unitstwo sixside dice need playit exciting fastpaced wwii tactical game different type unit require solid strategy win easy understand realistic game mechanic pleasure playthe counter mount geomorphic board splendidreimplemente     eastern panzer grenadi game,1998,2.9744,6.23058,5.58376,1.57702,2,2,16,428,0,https://cf.geekdo-images.com/rDzC23SHCM6XSW3aW2EIgw__original/img/XlxbS6eu9eNRjRoy8THfttYkNx8=/0x0/filters:format(jpeg)/pic437107.jpg,8141,21926,21926,21926,21926,21926,1654,21926,21926,0,0,1,0,0,0,0,0
2883,The Book of Classic Board Games,historys understandable set game directionsthe   timeless classic      backgammon      checker           men morri      cat dog aka blue amp gray      solitaire      roundabout aka surakarta      brax      mancala aka kalah      hasami shogi      hopper like player halma      dalmatian pirate volga bulgar aka fox amp geese      hex      d tic tac toe aka qubic      fandango aka fanorona,1991,1.8333,6.62296,5.63733,1.395,1,4,,3,0,https://cf.geekdo-images.com/jtE_u1yYknVHDwOp3IbPYg__original/img/WljQZ4HrEoC1ENXEg53-gpPLzu4=/0x0/filters:format(jpeg)/pic278640.jpg,21926,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
2884,Pathfinder,game describe maze battleshipsthe game   phase set playdure set player hidden board set set ship maze small rectangular plastic wall place sit man figure mazeduring play player take turn step opponent maze blind bump wall duplicate board track knowledge opponent hide maze player goesthe game consist nifty plastic case close form quotsuitcasequot storage transportthe original german version sniff include variant include treasure protect ditch guard dog,1974,1.1739,6.21974,5.60332,1.2853,2,2,7.333333333,16,0,https://cf.geekdo-images.com/cLgSR3xkF2LiHDSvKKVx1w__original/img/h0SBrsySFjK0VxK_qkdO4MZ4N94=/0x0/filters:format(jpeg)/pic7352.jpg,7271,21926,416,21926,21926,21926,21926,21926,21926,0,0,0,0,0,1,0,0
